Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,TotalPrice
503703,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6.0,2010-04-06 13:42:00,1.25,17841.0,United Kingdom,7.5
503704,22382,LUNCH BAG SPACEBOY DESIGN ,10.0,2010-04-06 13:52:00,1.65,16746.0,United Kingdom,16.5
503704,20728,LUNCH BAG CARS BLUE,10.0,2010-04-06 13:52:00,1.65,16746.0,United Kingdom,16.5
503704,20712,JUMBO BAG WOODLAND ANIMALS,100.0,2010-04-06 13:52:00,1.65,16746.0,United Kingdom,165.0
503704,22180,RETRO SPOT LAMP,1.0,2010-04-06 13:52:00,9.95,16746.0,United Kingdom,9.95
503704,22378,WALL TIDY RETROSPOT ,5.0,2010-04-06 13:52:00,2.1,16746.0,United Kingdom,10.5
503704,21155,RED SPOTTY PEG BAG,6.0,2010-04-06 13:52:00,2.1,16746.0,United Kingdom,12.600000000000001
503704,22384,LUNCH BAG PINK RETROSPOT,100.0,2010-04-06 13:52:00,1.45,16746.0,United Kingdom,145.0
503704,21559,STRAWBERRY LUNCHBOX WITH CUTLERY,60.0,2010-04-06 13:52:00,2.1,16746.0,United Kingdom,126.0
503705,22534,MAGIC DRAWING SLATE SPACEBOY ,48.0,2010-04-06 13:53:00,0.42,16843.0,United Kingdom,20.16
503705,22530,MAGIC DRAWING SLATE DOLLY GIRL ,48.0,2010-04-06 13:53:00,0.42,16843.0,United Kingdom,20.16
503705,22568,FELTCRAFT CUSHION OWL,24.0,2010-04-06 13:53:00,3.39,16843.0,United Kingdom,81.36
503705,22570,FELTCRAFT CUSHION RABBIT,24.0,2010-04-06 13:53:00,3.39,16843.0,United Kingdom,81.36
503705,22029,SPACEBOY BIRTHDAY CARD,72.0,2010-04-06 13:53:00,0.36,16843.0,United Kingdom,25.919999999999998
503705,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12.0,2010-04-06 13:53:00,1.25,16843.0,United Kingdom,15.0
503705,22417,PACK OF 60 SPACEBOY CAKE CASES,120.0,2010-04-06 13:53:00,0.42,16843.0,United Kingdom,50.4
503705,21975,PACK OF 60 DINOSAUR CAKE CASES,120.0,2010-04-06 13:53:00,0.42,16843.0,United Kingdom,50.4
503705,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12.0,2010-04-06 13:53:00,1.65,16843.0,United Kingdom,19.799999999999997
503705,22528,GARDENERS KNEELING PAD,12.0,2010-04-06 13:53:00,1.25,16843.0,United Kingdom,15.0
503705,22519,CHILDS GARDEN BRUSH PINK,12.0,2010-04-06 13:53:00,2.1,16843.0,United Kingdom,25.200000000000003
503705,22518,CHILDS GARDEN BRUSH BLUE,12.0,2010-04-06 13:53:00,2.1,16843.0,United Kingdom,25.200000000000003
503706,90214J,"LETTER ""J"" BLING KEY RING",1.0,2010-04-06 13:54:00,1.25,14990.0,United Kingdom,1.25
503706,84581,DOG TOY WITH PINK CROCHET SKIRT,1.0,2010-04-06 13:54:00,3.75,14990.0,United Kingdom,3.75
503706,84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,2.0,2010-04-06 13:54:00,2.95,14990.0,United Kingdom,5.9
503706,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,2.0,2010-04-06 13:54:00,2.95,14990.0,United Kingdom,5.9
503706,72779,SET/6 BLACK ROSE T-LIGHT CANDLES,12.0,2010-04-06 13:54:00,1.69,14990.0,United Kingdom,20.28
503706,21313,GLASS HEART T-LIGHT HOLDER ,12.0,2010-04-06 13:54:00,0.85,14990.0,United Kingdom,10.2
503706,85152,HAND OVER THE CHOCOLATE   SIGN ,1.0,2010-04-06 13:54:00,2.1,14990.0,United Kingdom,2.1
503706,82600,NO SINGING METAL SIGN,1.0,2010-04-06 13:54:00,2.1,14990.0,United Kingdom,2.1
503706,21357,TOAST ITS - DINOSAUR,1.0,2010-04-06 13:54:00,1.25,14990.0,United Kingdom,1.25
503706,21329,DINOSAURS  WRITING SET ,2.0,2010-04-06 13:54:00,1.65,14990.0,United Kingdom,3.3
503706,21357,TOAST ITS - DINOSAUR,1.0,2010-04-06 13:54:00,1.25,14990.0,United Kingdom,1.25
503706,21867,PINK UNION JACK  LUGGAGE TAG,1.0,2010-04-06 13:54:00,1.25,14990.0,United Kingdom,1.25
503706,21865,PINK UNION JACK  PASSPORT COVER ,1.0,2010-04-06 13:54:00,2.1,14990.0,United Kingdom,2.1
503706,21864,UNION JACK FLAG PASSPORT COVER ,1.0,2010-04-06 13:54:00,2.1,14990.0,United Kingdom,2.1
503706,20974,12 PENCILS SMALL TUBE SKULL,2.0,2010-04-06 13:54:00,0.65,14990.0,United Kingdom,1.3
503706,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,1.0,2010-04-06 13:54:00,4.95,14990.0,United Kingdom,4.95
503706,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1.0,2010-04-06 13:54:00,1.25,14990.0,United Kingdom,1.25
503706,84596G,SMALL CHOCOLATES PINK BOWL,1.0,2010-04-06 13:54:00,1.25,14990.0,United Kingdom,1.25
503706,84596L,BISCUITS SMALL BOWL LIGHT BLUE,1.0,2010-04-06 13:54:00,1.25,14990.0,United Kingdom,1.25
503706,84596K,JELLY BABIES YELLOW SMALL BOWL,1.0,2010-04-06 13:54:00,1.25,14990.0,United Kingdom,1.25
503706,84596J,MIXED NUTS LIGHT GREEN BOWL,1.0,2010-04-06 13:54:00,1.25,14990.0,United Kingdom,1.25
503706,84596E,SMALL LICORICE DES PINK BOWL,1.0,2010-04-06 13:54:00,1.25,14990.0,United Kingdom,1.25
503706,84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,1.0,2010-04-06 13:54:00,1.25,14990.0,United Kingdom,1.25
503706,21034,REX CASH+CARRY JUMBO SHOPPER,1.0,2010-04-06 13:54:00,0.95,14990.0,United Kingdom,0.95
503706,84596F,SMALL MARSHMALLOWS PINK BOWL,1.0,2010-04-06 13:54:00,1.25,14990.0,United Kingdom,1.25
503706,47559B,TEA TIME OVEN GLOVE,1.0,2010-04-06 13:54:00,1.25,14990.0,United Kingdom,1.25
503706,47556B,TEA TIME TEA TOWELS ,1.0,2010-04-06 13:54:00,2.95,14990.0,United Kingdom,2.95
503706,21590,KINGS CHOICE CIGAR BOX MATCHES ,1.0,2010-04-06 13:54:00,1.25,14990.0,United Kingdom,1.25
503706,85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,12.0,2010-04-06 13:54:00,1.65,14990.0,United Kingdom,19.799999999999997
503708,22291,"SPRING DEC , HANGING CHICK CREAM",24.0,2010-04-06 14:10:00,1.45,14221.0,United Kingdom,34.8
503708,22318,FIVE HEART HANGING DECORATION,6.0,2010-04-06 14:10:00,2.95,14221.0,United Kingdom,17.700000000000003
503708,22176,BLUE OWL SOFT TOY,6.0,2010-04-06 14:10:00,2.95,14221.0,United Kingdom,17.700000000000003
503708,22175,PINK OWL SOFT TOY,6.0,2010-04-06 14:10:00,2.95,14221.0,United Kingdom,17.700000000000003
503708,21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,2.0,2010-04-06 14:10:00,7.95,14221.0,United Kingdom,15.9
503708,22335,HEART DECORATION PAINTED ZINC ,24.0,2010-04-06 14:10:00,0.65,14221.0,United Kingdom,15.600000000000001
503708,22296,HEART IVORY TRELLIS LARGE,12.0,2010-04-06 14:10:00,1.65,14221.0,United Kingdom,19.799999999999997
503708,22297,HEART IVORY TRELLIS SMALL,24.0,2010-04-06 14:10:00,1.25,14221.0,United Kingdom,30.0
503708,22295,HEART FILIGREE DOVE LARGE,12.0,2010-04-06 14:10:00,1.65,14221.0,United Kingdom,19.799999999999997
503708,22294,HEART FILIGREE DOVE  SMALL,24.0,2010-04-06 14:10:00,1.25,14221.0,United Kingdom,30.0
503708,22227,"DECORATION, HANGING HEART+MIRROR ",24.0,2010-04-06 14:10:00,0.65,14221.0,United Kingdom,15.600000000000001
503708,84836,ZINC METAL HEART DECORATION,12.0,2010-04-06 14:10:00,1.25,14221.0,United Kingdom,15.0
503708,21390,FILIGRIS HEART WITH BUTTERFLY,24.0,2010-04-06 14:10:00,1.25,14221.0,United Kingdom,30.0
503708,84971S,SMALL HEART FLOWERS HOOK ,24.0,2010-04-06 14:10:00,0.85,14221.0,United Kingdom,20.4
503708,22457,NATURAL SLATE HEART CHALKBOARD ,6.0,2010-04-06 14:10:00,2.95,14221.0,United Kingdom,17.700000000000003
503708,22189,CREAM HEART CARD HOLDER,4.0,2010-04-06 14:10:00,3.95,14221.0,United Kingdom,15.8
503708,21283,NATURAL BARK CANDLE SMALL,3.0,2010-04-06 14:10:00,3.25,14221.0,United Kingdom,9.75
503708,21282,NATURAL BARK CANDLE LARGE,3.0,2010-04-06 14:10:00,4.25,14221.0,United Kingdom,12.75
503708,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6.0,2010-04-06 14:10:00,2.95,14221.0,United Kingdom,17.700000000000003
503708,21733,RED HANGING HEART T-LIGHT HOLDER,6.0,2010-04-06 14:10:00,2.95,14221.0,United Kingdom,17.700000000000003
503708,22179,SET 10 LIGHTS NIGHT OWL,4.0,2010-04-06 14:10:00,6.75,14221.0,United Kingdom,27.0
503708,22468,BABUSHKA LIGHTS STRING OF 10,4.0,2010-04-06 14:10:00,6.75,14221.0,United Kingdom,27.0
503709,22583,PACK OF 6 HANDBAG GIFT BOXES,2.0,2010-04-06 14:14:00,2.55,14825.0,United Kingdom,5.1
503709,21363,HOME SMALL WOOD LETTERS,1.0,2010-04-06 14:14:00,4.95,14825.0,United Kingdom,4.95
503709,22349,"DOG BOWL , CHASING BALL DESIGN",6.0,2010-04-06 14:14:00,3.75,14825.0,United Kingdom,22.5
503709,22585,PACK OF 6 BIRDY GIFT TAGS,2.0,2010-04-06 14:14:00,1.25,14825.0,United Kingdom,2.5
503709,22584,PACK OF 6 PANNETONE GIFT BOXES,2.0,2010-04-06 14:14:00,2.55,14825.0,United Kingdom,5.1
503709,22350,CAT BOWL ,6.0,2010-04-06 14:14:00,2.55,14825.0,United Kingdom,15.299999999999999
503709,47590B,PINK HAPPY BIRTHDAY BUNTING,1.0,2010-04-06 14:14:00,5.45,14825.0,United Kingdom,5.45
503709,47589,CONGRATULATIONS BUNTING,1.0,2010-04-06 14:14:00,5.45,14825.0,United Kingdom,5.45
503709,47566,PARTY BUNTING,8.0,2010-04-06 14:14:00,4.65,14825.0,United Kingdom,37.2
503709,22528,GARDENERS KNEELING PAD,12.0,2010-04-06 14:14:00,1.25,14825.0,United Kingdom,15.0
503709,77101A,UNION FLAG WINDSOCK,3.0,2010-04-06 14:14:00,1.25,14825.0,United Kingdom,3.75
503709,85096,HILDA CANDY SPOT RABBIT,2.0,2010-04-06 14:14:00,3.75,14825.0,United Kingdom,7.5
503709,21061,PARTY INVITES FOOTBALL,6.0,2010-04-06 14:14:00,0.85,14825.0,United Kingdom,5.1
503709,21062,PARTY INVITES SPACEMAN,6.0,2010-04-06 14:14:00,0.85,14825.0,United Kingdom,5.1
503709,21059,PARTY INVITES DINOSAURS,6.0,2010-04-06 14:14:00,0.85,14825.0,United Kingdom,5.1
503709,21063,PARTY INVITES JAZZ HEARTS,6.0,2010-04-06 14:14:00,0.85,14825.0,United Kingdom,5.1
503709,47504G,ENGLISH ROSE TAPE MEASURE,6.0,2010-04-06 14:14:00,1.25,14825.0,United Kingdom,7.5
503709,21431,GREEN GINGHAM FLOWER JEWELLERY BOX,4.0,2010-04-06 14:14:00,1.65,14825.0,United Kingdom,6.6
503709,71053,WHITE METAL LANTERN,1.0,2010-04-06 14:14:00,3.75,14825.0,United Kingdom,3.75
503709,79323W,WHITE CHERRY LIGHTS,2.0,2010-04-06 14:14:00,6.75,14825.0,United Kingdom,13.5
503709,21901,"KEY FOB , BACK DOOR ",6.0,2010-04-06 14:14:00,0.65,14825.0,United Kingdom,3.9000000000000004
503709,21899,"KEY FOB , GARAGE DESIGN",6.0,2010-04-06 14:14:00,0.65,14825.0,United Kingdom,3.9000000000000004
503709,21900,"KEY FOB , SHED",6.0,2010-04-06 14:14:00,0.65,14825.0,United Kingdom,3.9000000000000004
503709,21911,GARDEN METAL SIGN ,2.0,2010-04-06 14:14:00,1.65,14825.0,United Kingdom,3.3
503709,22522,CHILDS GARDEN FORK BLUE ,6.0,2010-04-06 14:14:00,0.85,14825.0,United Kingdom,5.1
503709,22523,CHILDS GARDEN FORK PINK,5.0,2010-04-06 14:14:00,0.85,14825.0,United Kingdom,4.25
503709,22520,CHILDS GARDEN TROWEL BLUE ,6.0,2010-04-06 14:14:00,0.85,14825.0,United Kingdom,5.1
503709,22521,CHILDS GARDEN TROWEL PINK,6.0,2010-04-06 14:14:00,0.85,14825.0,United Kingdom,5.1
503709,22525,CHILDRENS GARDEN GLOVES PINK,6.0,2010-04-06 14:14:00,1.25,14825.0,United Kingdom,7.5
503709,22524,CHILDRENS GARDEN GLOVES BLUE,6.0,2010-04-06 14:14:00,1.25,14825.0,United Kingdom,7.5
503709,22444,GROW YOUR OWN PLANT IN A CAN ,24.0,2010-04-06 14:14:00,1.25,14825.0,United Kingdom,30.0
503710,22292,"SPRING DEC , HANGING CHICK  YELLOW",15.0,2010-04-06 14:18:00,1.45,16266.0,United Kingdom,21.75
503710,22479,DAISY GARDEN MARKER,10.0,2010-04-06 14:18:00,1.25,16266.0,United Kingdom,12.5
503710,21390,FILIGRIS HEART WITH BUTTERFLY,24.0,2010-04-06 14:18:00,1.25,16266.0,United Kingdom,30.0
503710,21380,WOODEN HAPPY BIRTHDAY GARLAND,1.0,2010-04-06 14:18:00,2.95,16266.0,United Kingdom,2.95
503710,22297,HEART IVORY TRELLIS SMALL,24.0,2010-04-06 14:18:00,1.25,16266.0,United Kingdom,30.0
503710,22118,JOY WOODEN BLOCK LETTERS,1.0,2010-04-06 14:18:00,4.95,16266.0,United Kingdom,4.95
503710,21713,CITRONELLA CANDLE FLOWERPOT,8.0,2010-04-06 14:18:00,2.1,16266.0,United Kingdom,16.8
503711,21754,HOME BUILDING BLOCK WORD,3.0,2010-04-06 14:21:00,5.95,12748.0,United Kingdom,17.85
503711,21274,EMBOSSED HEART 3 DRAWER SHELF,1.0,2010-04-06 14:21:00,12.75,12748.0,United Kingdom,12.75
503711,21034,REX CASH+CARRY JUMBO SHOPPER,1.0,2010-04-06 14:21:00,0.95,12748.0,United Kingdom,0.95
503711,21359,RELAX LARGE WOOD LETTERS,1.0,2010-04-06 14:21:00,15.95,12748.0,United Kingdom,15.95
503712,47505,MINATURE COLOURED GARDENING SET,3.0,2010-04-06 14:30:00,4.95,13089.0,United Kingdom,14.850000000000001
503712,22526,WHEELBARROW FOR CHILDREN ,4.0,2010-04-06 14:30:00,12.75,13089.0,United Kingdom,51.0
503712,22431,WATERING CAN BLUE ELEPHANT,12.0,2010-04-06 14:30:00,1.95,13089.0,United Kingdom,23.4
503712,22432,WATERING CAN PINK BUNNY,12.0,2010-04-06 14:30:00,1.95,13089.0,United Kingdom,23.4
503712,22525,CHILDRENS GARDEN GLOVES PINK,12.0,2010-04-06 14:30:00,1.25,13089.0,United Kingdom,15.0
503712,22203,MILK PAN RED RETROSPOT,4.0,2010-04-06 14:30:00,3.75,13089.0,United Kingdom,15.0
503712,20675,BLUE SPOTTY BOWL,8.0,2010-04-06 14:30:00,1.25,13089.0,United Kingdom,10.0
503712,20674,GREEN SPOTTY BOWL,8.0,2010-04-06 14:30:00,1.25,13089.0,United Kingdom,10.0
503712,20677,PINK SPOTTY BOWL,8.0,2010-04-06 14:30:00,1.25,13089.0,United Kingdom,10.0
503712,20676,RED SPOTTY BOWL,8.0,2010-04-06 14:30:00,1.25,13089.0,United Kingdom,10.0
503712,21241,GREEN SPOTTY CUP,8.0,2010-04-06 14:30:00,0.85,13089.0,United Kingdom,6.8
503712,21240,BLUE  SPOTTY CUP,8.0,2010-04-06 14:30:00,0.85,13089.0,United Kingdom,6.8
503712,21239,PINK  SPOTTY CUP,8.0,2010-04-06 14:30:00,0.85,13089.0,United Kingdom,6.8
503712,21238,RED SPOTTY CUP,8.0,2010-04-06 14:30:00,0.85,13089.0,United Kingdom,6.8
503712,82578,KITCHEN METAL SIGN,12.0,2010-04-06 14:30:00,0.55,13089.0,United Kingdom,6.6000000000000005
503712,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16.0,2010-04-06 14:30:00,0.65,13089.0,United Kingdom,10.4
503712,22456,NATURAL SLATE CHALKBOARD LARGE ,3.0,2010-04-06 14:30:00,4.95,13089.0,United Kingdom,14.850000000000001
503712,22485,SET OF 2 WOODEN MARKET CRATES,2.0,2010-04-06 14:30:00,12.75,13089.0,United Kingdom,25.5
503712,22335,HEART DECORATION PAINTED ZINC ,24.0,2010-04-06 14:30:00,0.65,13089.0,United Kingdom,15.600000000000001
503712,22177,5 HOOK BLACKBOARD ORGANISER ,1.0,2010-04-06 14:30:00,9.95,13089.0,United Kingdom,9.95
503712,84880,WHITE WIRE EGG HOLDER,3.0,2010-04-06 14:30:00,5.95,13089.0,United Kingdom,17.85
503712,22524,CHILDRENS GARDEN GLOVES BLUE,12.0,2010-04-06 14:30:00,1.25,13089.0,United Kingdom,15.0
503712,22523,CHILDS GARDEN FORK PINK,12.0,2010-04-06 14:30:00,0.85,13089.0,United Kingdom,10.2
503712,22522,CHILDS GARDEN FORK BLUE ,12.0,2010-04-06 14:30:00,0.85,13089.0,United Kingdom,10.2
503712,22521,CHILDS GARDEN TROWEL PINK,12.0,2010-04-06 14:30:00,0.85,13089.0,United Kingdom,10.2
503712,22520,CHILDS GARDEN TROWEL BLUE ,12.0,2010-04-06 14:30:00,0.85,13089.0,United Kingdom,10.2
503712,22179,SET 10 LIGHTS NIGHT OWL,4.0,2010-04-06 14:30:00,6.75,13089.0,United Kingdom,27.0
503712,22556,PLASTERS IN TIN CIRCUS PARADE ,12.0,2010-04-06 14:30:00,1.65,13089.0,United Kingdom,19.799999999999997
503712,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,3.0,2010-04-06 14:30:00,4.95,13089.0,United Kingdom,14.850000000000001
503712,21790,VINTAGE SNAP CARDS,12.0,2010-04-06 14:30:00,0.85,13089.0,United Kingdom,10.2
503712,22559,SEASIDE FRISBEE ,12.0,2010-04-06 14:30:00,1.25,13089.0,United Kingdom,15.0
503712,22029,SPACEBOY BIRTHDAY CARD,12.0,2010-04-06 14:30:00,0.42,13089.0,United Kingdom,5.04
503712,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12.0,2010-04-06 14:30:00,0.42,13089.0,United Kingdom,5.04
503712,21508,VINTAGE KID DOLLY CARD ,12.0,2010-04-06 14:30:00,0.42,13089.0,United Kingdom,5.04
503712,21507,"ELEPHANT, BIRTHDAY CARD, ",12.0,2010-04-06 14:30:00,0.42,13089.0,United Kingdom,5.04
503712,22371,AIRLINE BAG VINTAGE TOKYO 78,2.0,2010-04-06 14:30:00,6.35,13089.0,United Kingdom,12.7
503712,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,3.0,2010-04-06 14:30:00,5.95,13089.0,United Kingdom,17.85
503712,22499,WOODEN UNION JACK BUNTING,3.0,2010-04-06 14:30:00,5.95,13089.0,United Kingdom,17.85
503712,22090,PAPER BUNTING RETRO SPOTS,12.0,2010-04-06 14:30:00,2.95,13089.0,United Kingdom,35.400000000000006
503712,20914,SET/5 RED SPOTTY LID GLASS BOWLS,6.0,2010-04-06 14:30:00,2.95,13089.0,United Kingdom,17.700000000000003
503712,21868,POTTING SHED TEA MUG,12.0,2010-04-06 14:30:00,1.25,13089.0,United Kingdom,15.0
503712,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,6.0,2010-04-06 14:30:00,3.75,13089.0,United Kingdom,22.5
503712,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,6.0,2010-04-06 14:30:00,3.75,13089.0,United Kingdom,22.5
503712,22202,MILK PAN PINK RETROSPOT,4.0,2010-04-06 14:30:00,3.75,13089.0,United Kingdom,15.0
503713,21488,RED WHITE SCARF  HOT WATER BOTTLE,4.0,2010-04-06 14:39:00,3.95,14265.0,Unspecified,15.8
503713,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,6.0,2010-04-06 14:39:00,4.95,14265.0,Unspecified,29.700000000000003
503713,21843,RED RETROSPOT CAKE STAND,1.0,2010-04-06 14:39:00,10.95,14265.0,Unspecified,10.95
503713,37503,TEA TIME CAKE STAND IN GIFT BOX,2.0,2010-04-06 14:39:00,10.75,14265.0,Unspecified,21.5
503713,22423,REGENCY CAKESTAND 3 TIER,1.0,2010-04-06 14:39:00,12.75,14265.0,Unspecified,12.75
503713,72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,36.0,2010-04-06 14:39:00,0.42,14265.0,Unspecified,15.12
503713,40003,WHITE BAMBOO RIBS LAMPSHADE,24.0,2010-04-06 14:39:00,1.25,14265.0,Unspecified,30.0
503713,40001,WHITE BAMBOO RIBS LAMPSHADE,36.0,2010-04-06 14:39:00,0.85,14265.0,Unspecified,30.599999999999998
503713,22379,RECYCLING BAG RETROSPOT ,5.0,2010-04-06 14:39:00,2.1,14265.0,Unspecified,10.5
503713,22381,TOY TIDY PINK RETROSPOT  ,5.0,2010-04-06 14:39:00,2.1,14265.0,Unspecified,10.5
503713,22380,TOY TIDY SPACEBOY  ,5.0,2010-04-06 14:39:00,2.1,14265.0,Unspecified,10.5
503713,70006,LOVE HEART POCKET WARMER,12.0,2010-04-06 14:39:00,1.65,14265.0,Unspecified,19.799999999999997
503713,70007,HI TEC ALPINE HAND WARMER,12.0,2010-04-06 14:39:00,1.65,14265.0,Unspecified,19.799999999999997
503713,21486,PINK HEART DOTS HOT WATER BOTTLE,4.0,2010-04-06 14:39:00,3.75,14265.0,Unspecified,15.0
503714,22322,BIRD DECORATION GREEN  SPOT,2.0,2010-04-06 14:42:00,0.85,13432.0,United Kingdom,1.7
503714,22321,BIRD DECORATION RED SPOT,2.0,2010-04-06 14:42:00,0.85,13432.0,United Kingdom,1.7
503714,22212,FOUR HOOK  WHITE LOVEBIRDS,1.0,2010-04-06 14:42:00,2.1,13432.0,United Kingdom,2.1
503714,84406B,CREAM CUPID HEARTS COAT HANGER,1.0,2010-04-06 14:42:00,3.25,13432.0,United Kingdom,3.25
503714,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",1.0,2010-04-06 14:42:00,1.65,13432.0,United Kingdom,1.65
503714,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1.0,2010-04-06 14:42:00,2.95,13432.0,United Kingdom,2.95
503714,22528,GARDENERS KNEELING PAD,2.0,2010-04-06 14:42:00,1.25,13432.0,United Kingdom,2.5
503714,22457,NATURAL SLATE HEART CHALKBOARD ,1.0,2010-04-06 14:42:00,2.95,13432.0,United Kingdom,2.95
503714,22499,WOODEN UNION JACK BUNTING,1.0,2010-04-06 14:42:00,5.95,13432.0,United Kingdom,5.95
503714,84763,ZINC FINISH 15CM PLANTER POTS,3.0,2010-04-06 14:42:00,1.25,13432.0,United Kingdom,3.75
503714,21713,CITRONELLA CANDLE FLOWERPOT,1.0,2010-04-06 14:42:00,2.1,13432.0,United Kingdom,2.1
503714,22219,LOVEBIRD HANGING DECORATION WHITE ,4.0,2010-04-06 14:42:00,0.85,13432.0,United Kingdom,3.4
503714,84884A,ANT WHITE WIRE HEART SPIRAL,1.0,2010-04-06 14:42:00,3.95,13432.0,United Kingdom,3.95
503714,22189,CREAM HEART CARD HOLDER,1.0,2010-04-06 14:42:00,3.95,13432.0,United Kingdom,3.95
503714,22297,HEART IVORY TRELLIS SMALL,3.0,2010-04-06 14:42:00,1.25,13432.0,United Kingdom,3.75
503714,22294,HEART FILIGREE DOVE  SMALL,3.0,2010-04-06 14:42:00,1.25,13432.0,United Kingdom,3.75
503714,22295,HEART FILIGREE DOVE LARGE,3.0,2010-04-06 14:42:00,1.65,13432.0,United Kingdom,4.949999999999999
503714,21133,PAINTED BIRD ASSORTED CHRISTMAS,5.0,2010-04-06 14:42:00,1.69,13432.0,United Kingdom,8.45
503714,35971,ROSE FOLKART HEART DECORATIONS,3.0,2010-04-06 14:42:00,1.25,13432.0,United Kingdom,3.75
503714,85199S,SMALL HANGING IVORY/RED WOOD BIRD,3.0,2010-04-06 14:42:00,0.42,13432.0,United Kingdom,1.26
503714,M,Manual,3.0,2010-04-06 14:42:00,0.85,13432.0,United Kingdom,2.55
503714,85199L,LARGE HANGING IVORY & RED WOOD BIRD,3.0,2010-04-06 14:42:00,0.65,13432.0,United Kingdom,1.9500000000000002
503714,21384,IVORY HANGING DECORATION  BUTTERFLY,4.0,2010-04-06 14:42:00,0.85,13432.0,United Kingdom,3.4
503714,47597,NEW ENGLAND TEATOWELS,2.0,2010-04-06 14:42:00,2.55,13432.0,United Kingdom,5.1
503714,21164,HOME SWEET HOME METAL SIGN ,1.0,2010-04-06 14:42:00,2.95,13432.0,United Kingdom,2.95
503714,35972,DAISY FOLKART HEART DECORATION,3.0,2010-04-06 14:42:00,1.25,13432.0,United Kingdom,3.75
503714,21165,BEWARE OF THE CAT METAL SIGN ,1.0,2010-04-06 14:42:00,1.69,13432.0,United Kingdom,1.69
503714,21114,LAVENDER SCENTED FABRIC HEART,5.0,2010-04-06 14:42:00,1.25,13432.0,United Kingdom,6.25
503714,22405,MONEY BOX POCKET MONEY DESIGN,1.0,2010-04-06 14:42:00,1.25,13432.0,United Kingdom,1.25
503714,22409,MONEY BOX BISCUITS DESIGN,1.0,2010-04-06 14:42:00,1.25,13432.0,United Kingdom,1.25
503714,84509F,SET OF 4 NEW ENGLAND PLACEMATS,2.0,2010-04-06 14:42:00,3.75,13432.0,United Kingdom,7.5
503714,84510F,SET OF 4 NEW ENGLAND COASTERS ,2.0,2010-04-06 14:42:00,1.25,13432.0,United Kingdom,2.5
503714,22090,PAPER BUNTING RETRO SPOTS,1.0,2010-04-06 14:42:00,2.95,13432.0,United Kingdom,2.95
503714,21431,GREEN GINGHAM FLOWER JEWELLERY BOX,1.0,2010-04-06 14:42:00,1.65,13432.0,United Kingdom,1.65
503714,21429,RED GINGHAM ROSE JEWELLERY BOX,1.0,2010-04-06 14:42:00,1.65,13432.0,United Kingdom,1.65
503714,85184D,S/4 BLUE ROUND DECOUPAGE BOXES,1.0,2010-04-06 14:42:00,2.95,13432.0,United Kingdom,2.95
503714,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1.0,2010-04-06 14:42:00,4.65,13432.0,United Kingdom,4.65
503714,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1.0,2010-04-06 14:42:00,8.5,13432.0,United Kingdom,8.5
503716,22513,DOORSTOP FOOTBALL DESIGN,12.0,2010-04-06 15:08:00,3.75,14952.0,United Kingdom,45.0
503716,35004C,SET OF 3 COLOURED  FLYING DUCKS,3.0,2010-04-06 15:08:00,5.45,14952.0,United Kingdom,16.35
503716,21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,6.0,2010-04-06 15:08:00,5.95,14952.0,United Kingdom,35.7
503716,48187,DOOR MAT NEW ENGLAND,6.0,2010-04-06 15:08:00,7.49,14952.0,United Kingdom,44.94
503716,48138,DOOR MAT UNION FLAG,12.0,2010-04-06 15:08:00,6.35,14952.0,United Kingdom,76.19999999999999
503716,20685,DOOR MAT RED SPOT,6.0,2010-04-06 15:08:00,7.49,14952.0,United Kingdom,44.94
503717,21181,PLEASE ONE PERSON METAL SIGN,6.0,2010-04-06 15:09:00,2.1,14952.0,United Kingdom,12.600000000000001
503717,21175,GIN + TONIC DIET METAL SIGN,12.0,2010-04-06 15:09:00,2.1,14952.0,United Kingdom,25.200000000000003
503717,21174,POTTERING IN THE SHED METAL SIGN,12.0,2010-04-06 15:09:00,1.95,14952.0,United Kingdom,23.4
